"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-15",,,"0.0",",,K,2400","3.9",",I,K","-2.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-16",,,"0.0",",,K,2400","9.4",",,K","-4.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-17",,,"0.0",",,K,2400","18.3",",,K","5.6",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-18",,,"0.0","T,,K,2400","20.6",",,K","6.7",",,K",,,,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-19",,,"0.0","T,,K,2400","12.8",",,K","-5.0",",,K",,,,,,,,,,,,,,,,,,,"    1",",,K",,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-20",,,"0.0",",,K,2400","4.4",",I,K","-6.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-21",,,"9.4",",,K,2400","2.8",",,K","-4.4",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-22",,,"0.0",",,K,2400","1.7",",,K","-8.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-23",,,"0.0",",,K,2400","5.0",",,K","-5.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-24",,,"0.5",",,K,2400","6.1",",,K","-5.0",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-25",,,"38.6",",,K,2400","13.9",",,K","0.6",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-26",,,"0.0",",,K,2400","6.7",",,K","-0.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-27",,,"0.0",",,K,2400","10.6",",,K","2.8",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-02-28",,,"14.0",",,K,2400","15.6",",,K","4.4",",I,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-01",,,"0.0",",,K,2400","7.2",",,K","0.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-02",,,"0.0",",,K,2400","12.2",",,K","0.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-03",,,"0.0",",,K,2400","0.6",",I,K","-7.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-04",,,"0.0",",,K,2400","4.4",",,K","1.1",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-05",,,"0.3",",,K,2400","17.8",",,K","4.4",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-06",,,"52.8",",,K,2400","13.3",",,K","9.4",",I,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-07",,,"3.3",",,K,2400","11.7",",,K","0.6",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-08",,,"0.0",",,K,2400","8.3",",I,K","-1.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-09",,,"0.0",",,K,2400","6.7",",,K","0.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-10",,,"26.9",",,K,2400","11.7",",,K","3.3",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-11",,,"23.9",",,K,2400","13.9",",,K","3.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-12",,,"0.0",",,K,2400","13.3",",,K","3.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-13",,,"0.0",",,K,2400","11.1",",,K","5.0",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-14",,,"0.0",",,K,2400","9.4",",,K","2.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-15",,,"0.0",",,K,2400","7.2",",,K","-0.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-16",,,"14.0",",,K,2400","13.9",",,K","3.3",",I,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-17",,,"0.0",",,K,2400","18.9",",,K","6.1",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-18",,,"0.0",",,K,2400","25.0",",,K","10.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-19",,,"0.0",",,K,2400","18.9",",,K","3.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-20",,,"0.0",",,K,2400","9.4",",I,K","0.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-21",,,"14.0",",,K,2400","7.2",",,K","1.1",",,K",,,"    1",",,K",,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-22",,,"0.0",",,K,2400","10.0",",,K","3.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-23",,,"23.1",",,K,2400","5.6",",,K","0.0",",,K",,,"    1",",,K",,,"    1",",,K","    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-24",,,"4.3",",,K,2400","6.1",",,K","-1.1",",,K",,,"    1",",,K",,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-25",,,"0.0",",,K,2400","6.1",",,K","-2.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-26",,,"0.0",",,K,2400","3.9",",,K","-3.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-27",,,"0.0",",,K,2400","6.7",",,K","-2.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-28",,,"0.0",",,K,2400","7.2",",,K","-3.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-29",,,"0.0",",,K,2400","10.0",",,K","-0.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-30",,,"0.0",",,K,2400","11.7",",,K","1.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-03-31",,,"2.5",",,K,2400","6.1",",,K","3.3",",,K",,,"    1",",,K",,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-01",,,"5.3",",,K,2400","6.7",",,K","2.2",",,K",,,"    1",",,K",,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-02",,,"0.0",",,K,2400","13.3",",,K","2.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-03",,,"0.0",",,K,2400","15.6",",,K","5.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-04",,,"1.5",",,K,2400","17.2",",,K","7.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-05",,,"6.9",",,K,2400","20.0",",,K","6.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-06",,,"2.0",",,K,2400","13.3",",,K","2.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-07",,,"0.8",",,K,2400","10.0",",,K","5.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-08",,,"0.5",",,K,2400","10.0",",,K","4.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-09",,,"0.0",",,K,2400","13.9",",,K","3.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-10",,,"0.0",",,K,2400","12.8",",,K","9.4",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-11",,,"0.0","T,,K,2400","29.4",",,K","9.4",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-12",,,"20.1",",,K,2400","21.7",",,K","8.9",",,K",,,,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-13",,,"12.2",",,K,2400","10.0",",I,K","6.7",",,K",,,"    1",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-14",,,"0.0",",,K,2400","20.6",",,K","8.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-15",,,"0.0",",,K,2400","15.6",",,K","5.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-16",,,"46.2",",,K,2400","12.2",",I,K","5.0",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-17",,,"12.7",",,K,2400","15.6",",,K","10.6",",I,K",,,,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-18",,,"0.0","T,,K,2400","17.8",",,K","6.1",",,K",,,,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-19",,,"1.5",",,K,2400","10.6",",,K","8.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-20",,,"0.0","T,,K,2400","17.8",",,K","11.7",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-21",,,"0.0",",,K,2400","17.8",",,K","10.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-22",,,"0.0",",,K,2400","10.0",",I,K","3.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-23",,,"20.6",",,K,2400","15.6",",,K","6.1",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-24",,,"10.9",",,K,2400","27.2",",,K","12.8",",I,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-25",,,"0.0","T,,K,2400","22.8",",,K","12.8",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-26",,,"0.0",",,K,2400","28.9",",,K","12.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-27",,,"0.0","T,,K,2400","22.8",",,K","17.8",",I,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-28",,,"9.1",",,K,2400","25.6",",,K","16.7",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-29",,,"0.0","T,,K,2400","21.1",",,K","11.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-04-30",,,"0.0",",,K,2400","19.4",",,K","9.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-01",,,"0.0",",,K,2400","19.4",",,K","8.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-02",,,"0.0",",,K,2400","16.1",",,K","10.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-03",,,"0.0",",,K,2400","22.2",",,K","13.3",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-04",,,"11.7",",,K,2400","18.3",",,K","8.9",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-05",,,"0.0",",,K,2400","18.9",",,K","8.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-06",,,"0.0",",,K,2400","22.2",",,K","8.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-07",,,"0.0","T,,K,2400","22.8",",,K","9.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-08",,,"0.0",",,K,2400","22.8",",,K","9.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-09",,,"0.0",",,K,2400","22.2",",,K","11.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-10",,,"0.0",",,K,2400","23.9",",,K","11.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-11",,,"0.0",",,K,2400","21.1",",,K","10.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-12",,,"0.0",",,K,2400","22.8",",,K","12.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-13",,,"0.0","T,,K,2400","18.3",",,K","11.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-14",,,"0.0","T,,K,2400","16.7",",,K","13.3",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-15",,,"24.4",",,K,2400","20.6",",,K","14.4",",,K",,,,,,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-16",,,"5.3",",,K,2400","16.7",",,K","12.8",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-17",,,"13.0",",,K,2400","16.1",",,K","11.7",",,K",,,"    1",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-18",,,"59.7",",,K,2400","21.1",",,K","12.8",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-19",,,"0.3",",,K,2400","23.3",",,K","15.6",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-20",,,"3.6",",,K,2400","18.3",",,K","13.9",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-21",,,"6.1",",,K,2400","25.0",",,K","12.2",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-22",,,"0.0","T,,K,2400","14.4",",,K","12.2",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-23",,,"5.1",",,K,2400","18.9",",,K","12.8",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-24",,,"0.0",",,K,2400","28.3",",,K","17.8",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-25",,,"0.0",",,K,2400","28.9",",,K","18.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-26",,,"0.0",",,K,2400","26.7",",,K","17.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-27",,,"0.0",",,K,2400","29.4",",,K","18.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-28",,,"0.0","T,,K,2400","29.4",",,K","20.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-29",,,"0.0",",,K,2400","31.7",",,K","20.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-30",,,"9.9",",,K,2400","32.2",",,K","21.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-05-31",,,"0.0",",,K,2400","31.7",",,K","22.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-01",,,"0.0",",,K,2400","33.9",",,K","20.0",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-02",,,"0.0",",,K,2400","27.8",",,K","16.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-03",,,"0.0",",,K,2400","25.6",",I,K","13.3",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-04",,,"0.0","T,,K,2400","23.9",",,K","13.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-05",,,"0.0","T,,K,2400","21.1",",,K","15.0",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-06",,,"0.0",",,K,2400","28.3",",,K","15.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-07",,,"0.0",",,K,2400","32.2",",,K","18.9",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-08",,,"0.0",",,K,2400","36.7",",,K","21.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-09",,,"2.0",",,K,2400","37.2",",,K","22.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-10",,,"19.1",",,K,2400","32.2",",,K","21.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-11",,,"18.5",",,K,2400","33.9",",,K","15.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-12",,,"0.3",",,K,2400","23.3",",,K","14.4",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-13",,,"4.3",",,K,2400","23.9",",,K","16.1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-14",,,"14.0",",,K,2400","21.1",",,K","13.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-15",,,"0.0",",,K,2400","28.9",",,K","11.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-16",,,"0.0","T,,K,2400","30.0",",,K","16.7",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-17",,,"61.5",",,K,2400","26.7",",,K","18.3",",,K",,,"    1",",,K",,,"    1",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-18",,,"0.0",",,K,2400","30.6",",,K","17.2",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-19",,,"0.0",",,K,2400","28.9",",,K","20.0",",I,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-20",,,"0.0",",,K,2400","27.8",",,K","18.9",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-21",,,"0.0",",,K,2400","29.4",",,K","15.6",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00283704","HARRISON, NJ US","40.7481","-74.152","7.3","2011-06-22",,,"0.0",",,K,2400","26.7",",,K","21.7",",,K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
